headline,date,doc_type,material_type,section,keywords
"New York City Starts Moving Tenants From ‘Three-Quarter’ Homes, but Others Are Left Behind",2015-08-03,article,News,,"['Group Homes and Supportive Housing', 'Public and Subsidized Housing', 'Drug Abuse and Traffic', 'Homeless Persons', 'Mental Health and Disorders']"
Verbatim: Ted Cruz’s Crystal Ball Reveals No Insight on Donald Trump,2015-08-03,article,News,,"['Debates (Political)', 'Presidential Election of 2016']"
"Bigger May Be Better for Health Insurers, but Doubts Remain for Consumers",2015-08-03,article,News,,"['Health Insurance and Managed Care', 'Mergers, Acquisitions and Divestitures']"
Donald Trump Attacks as Republican Rivals Court Donors at Koch Retreat,2015-08-03,article,News,,"['Presidential Election of 2016', 'Campaign Finance']"
Israeli Justice in West Bank Is Seen as Often Uneven,2015-08-03,article,News,,"['Palestinians', 'Terrorism', 'Jews and Judaism', 'Defense and Military Forces']"
Cool Influencers With Big Followings Get Picky About Their Endorsements,2015-08-03,article,News,,"['ADVERTISING AND MARKETING', 'Social Media', 'Online Advertising', 'Video Recordings, Downloads and Streaming']"
"Ramu Tokashiki, a Japanese Rookie, Blossoms in the W.N.B.A.",2015-08-03,article,News,,['Basketball']
Documents Reveal New York State Agency’s Role in Adirondacks Mining Proposal,2015-08-03,article,News,,"['Mines and Mining', 'Land Use Policies', 'Constitutional Amendments', 'Environment', 'Law and Legislation']"
"Need a Reason to Celebrate? Check Online, Where Social Media Fills the Calendar",2015-08-03,article,News,,"['Holidays and Special Occasions', 'Social Media']"
Rohingya Women Flee Violence Only to Be Sold Into Marriage,2015-08-03,article,News,,"['Rohingya (Ethnic Group)', 'Human Trafficking', 'Marriages', 'Women and Girls', 'Smuggling', 'Discrimination', ""Women's Rights"", 'Refugees and Displaced Persons', 'Muslims and Islam']"
New York Reaches Accords With Sellers of Toy Guns ,2015-08-03,article,News,,"['Toys', 'Firearms', 'Shopping and Retail', 'Murders, Attempted Murders and Homicides', 'Fines (Penalties)']"
"Probation May Sound Light, but Punishments Can Land Hard",2015-08-03,article,News,,"['Probation and Parole', 'Courts and the Judiciary', 'States (US)', 'Bail', 'Drunken and Reckless Driving', 'Crime and Criminals']"
"Year After Heartbreak, Happiness in the Stable and the Cradle",2015-08-03,article,News,,"['Horse Racing', 'American Pharoah (Race Horse)', 'Triple Crown (Horse Racing)', 'Haskell Invitational']"
Missing Below Ground (Amen),2015-08-03,article,News,,"['Subways', 'Text Messaging']"
Obama Policy Could Force Robust Climate Discussion From 2016 Candidates,2015-08-03,article,News,,"['Presidential Election of 2016', 'Global Warming', 'Greenhouse Gas Emissions', 'Regulation and Deregulation of Industry', 'Coal', 'Solar Energy', 'Wind Power']"
"In a Sport of Beautiful Animals, Ugliness Is Unavoidable",2015-08-03,article,News,,"['Horse Racing', 'American Pharoah (Race Horse)', 'Triple Crown (Horse Racing)']"
Onetime Allies Rajaratnam and Gupta Have Uneasy Prison Reunion After Insider Trading Trials  ,2015-08-03,article,News,,"['Prisons and Prisoners', 'Insider Trading', 'Hedge Funds', 'Sentences (Criminal)']"
Officials Seek Source of Legionnaires’ Outbreak in the Bronx,2015-08-03,article,News,,"[""Legionnaires' Disease"", 'Deaths (Fatalities)', 'Water', 'Bacteria']"
"A Maryland Town Fires Its Black Police Chief, Exposing a Racial Rift ",2015-08-03,article,News,,"['Blacks', 'Black People', 'Discrimination', 'Police', 'Appointments and Executive Changes', 'Race and Ethnicity']"
Q. and A.: Ken Liu on Science Fiction and Chinese History,2015-08-03,article,News,,"['Science Fiction', 'Writing and Writers']"
"Jen Welter Is Teaching Men, and Girls, as N.F.L.’s First Female Coach",2015-08-03,article,News,,"['Football', 'Women and Girls', 'Coaches and Managers']"
Shadow of Doping Is Never Far From Pool,2015-08-03,article,News,,"['Swimming', 'Doping (Sports)', 'Tests (Drug Use)', 'Olympic Games']"
"Review: Summer Shorts at 59E59, With ‘Love Letters’ and a Couch Potato",2015-08-03,article,Review,,['Theater']
Rolling Stone Appoints a New Managing Editor,2015-08-03,article,News,,"['Magazines', 'News and News Media', 'Appointments and Executive Changes']"
New Jersey Transit Expects Big Bills for Offering Alternatives During Delays,2015-08-03,article,News,,"['Delays (Transportation)', 'Commuting', 'Transit Systems', 'Railroads']"
"For Once, the Mets Aren’t Swooning, and Their Fans Are",2015-08-03,article,News,,"['Baseball', 'Playoff Games']"
"Greece’s Market Reopens, European Banks Report Results, and Tesla Announces Earnings",2015-08-03,article,News,,"['Automobiles', 'Company Reports', 'International Trade and World Market', 'Stocks and Bonds', 'Labor and Jobs', 'Mergers, Acquisitions and Divestitures', 'European Sovereign Debt Crisis (2010- )']"
"Washington: First in War, Peace and, for What It’s Worth, the N.L. East",2015-08-03,article,News,,"['Baseball', 'World Series']"
Hillary Clinton to Start Airing Ads in Iowa and New Hampshire,2015-08-03,article,News,,[]
Huge Mexico City Rally Over Killing of Journalist,2015-08-03,article,News,,"['Murders, Attempted Murders and Homicides', 'News and News Media', 'Demonstrations, Protests and Riots']"
"‘Masters of Sex’ Recap: For Virginia, and Us, It’s All About a Certain Desire",2015-08-03,article,News,,['Television']
‘Poldark’ Season 1 Finale Recap: Faith vs. Perfidy,2015-08-03,article,News,,['Television']
Jets’ Muhammad Wilkerson Is Injured,2015-08-03,article,Brief,,"['Football', 'Sports Injuries']"
"AT&T Says Users Can Watch TV on Any Device With Its New Bundle, the First of Its Kind ",2015-08-03,article,News,,"['Television', 'Video Recordings, Downloads and Streaming', 'Computers and the Internet', 'Wireless Communications']"
"Picky Eating in Children Linked to Anxiety, Depression and A.D.H.D.",2015-08-03,article,News,,"['Anxiety and Stress', 'Attention Deficit Hyperactivity Disorder', 'Food', 'Parenting', 'Research']"
Word of the Day | disabuse,2015-08-03,article,News,,[]
"With Ballpark Rocking, Mets Keep Rolling, Pulling Into a Tie for First",2015-08-03,article,News,,['Baseball']
What’s On TV Monday,2015-08-03,article,Schedule,,[]
"Corrections: August 3, 2015",2015-08-03,article,News,,[]
Visualizing the Common Core Curriculum,2015-08-03,article,News,,"['Children and Childhood', 'Computers and the Internet', 'Education (K-12)', 'Laptop Computers', 'Rural Areas', 'Scholarships and Fellowships', 'Tests and Examinations']"
HSBC Is Selling Its Brazil Business to Banco Bradesco for $5.2 Billion,2015-08-03,article,News,,"['Mergers, Acquisitions and Divestitures', 'Banking and Financial Institutions']"
G.O.P. Candidates and Mass Shootings,2015-08-03,article,Editorial,,"['Editorials', 'Presidential Election of 2016', 'Mental Health and Disorders', 'United States Politics and Government', 'Murders, Attempted Murders and Homicides', 'Gun Control']"
Ending Child Obesity,2015-08-03,article,Letter,,"['Obesity', 'Children and Childhood']"
The Politics of Gratitude,2015-08-03,article,Letter,,['Emotions']
America’s Un-Greek Tragedies in Puerto Rico and Appalachia,2015-08-03,article,Op-Ed,,"['Economic Conditions and Trends', 'United States Economy', 'Credit and Debt']"
Congress and Mortgages,2015-08-03,article,Letter,,"['Mortgages', 'United States Politics and Government', 'Real Estate and Housing (Residential)']"
Growing Momentum to Repeal Cuban Embargo,2015-08-03,article,Editorial,,"['Editorials', 'Embargoes and Sanctions', 'Polls and Public Opinion', 'United States Politics and Government']"
Value of Payroll Cards,2015-08-03,article,Letter,,"['Debit Cards', 'Wages and Salaries']"
The Iran Deal’s Dangerous Precedent,2015-08-03,article,Op-Ed,,"['Nuclear Weapons', 'Embargoes and Sanctions', 'United States International Relations']"
A Health Care Safety Net the Public Loves,2015-08-03,article,Editorial,,"['Editorials', 'Medicare', 'Medicaid', 'Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care', 'Polls and Public Opinion', 'United States Politics and Government', 'Presidential Election of 2016']"
"Teenagers, Medication and Suicide",2015-08-03,article,Op-Ed,,"['Suicides and Suicide Attempts', 'ANTIDEPRESSANTS', 'Teenagers and Adolescence', 'Depression (Mental)', 'Mental Health and Disorders', 'Drugs (Pharmaceuticals)']"
Waiting for the Bomb to Drop,2015-08-03,article,News,,"['Anxiety and Stress', 'Drones (Pilotless Planes)', 'Nuclear Weapons', 'Philosophy', 'Post-Traumatic Stress Disorder', 'World War II (1939-45)']"
Is It Wise to Cut Military Spending?,2015-08-03,article,Letter,,"['United States Defense and Military Forces', 'Federal Budget (US)', 'Budget Control Act (2011)']"
India’s Inverted Abortion Politics,2015-08-03,article,Op-Ed,,"['ABORTION', 'Rural Areas', 'Alternative and Complementary Medicine', 'Pregnancy and Childbirth']"
Student Crossword | State Capitals,2015-08-03,article,News,,[]
German Carmakers Buy Nokia’s Here Mapping Unit for $3 Billion,2015-08-03,article,News,,"['Automobiles', 'Mergers, Acquisitions and Divestitures']"
Chinese Property-Rental Site Tujia Raises $300 Million,2015-08-03,article,News,,"['Renting and Leasing (Real Estate)', 'Travel and Vacations']"
RBF Redux: Readers Discuss Facial Expressions,2015-08-03,article,News,,"['Women and Girls', 'Discrimination', 'Labor and Jobs', 'Performance Evaluations (Labor)', 'Face']"
HSBC Profit Falls 4% in Second Quarter as Bank Retrenches,2015-08-03,article,News,,['Company Reports']
Taking Presidential Hopefuls Seriously,2015-08-03,article,News,,[]
News Q’s | Illuminating the Plight of Endangered Species,2015-08-03,article,News,,[]
Science at the End of the Earth,2015-08-03,multimedia,Video,,"['Fish and Other Marine Life', 'Research', 'Military Bases and Installations', 'Water Pollution']"
China’s Business Aviation Market Zooms a Little Slower,2015-08-03,article,News,,"['Private Aircraft', 'AIRLINES AND AIRPLANES']"
Patter and Patois,2015-08-03,article,News,,"['Books and Literature', 'Writing and Writers']"
Hillary Clinton Campaign Weighs Implications of Potential Joe Biden Challenge,2015-08-03,article,News,,['Presidential Election of 2016']
Searching for Signs of Lingering Pollution in Alaska,2015-08-03,multimedia,Slideshow,,"['Fish and Other Marine Life', 'PCB (Polychlorinated Biphenyls)', 'Food Contamination and Poisoning']"
Cleaning Up a Legacy of Pollution on an Alaskan Island,2015-08-03,article,News,,"['PCB (Polychlorinated Biphenyls)', 'Military Bases and Installations', 'Food Contamination and Poisoning', 'Water Pollution', 'Fish and Other Marine Life']"
Stocks Plunge in Greece as Athens Exchange Reopens,2015-08-03,article,News,,"['Stocks and Bonds', 'European Sovereign Debt Crisis (2010- )']"
Foreign Language Apps for Traveling Abroad,2015-08-03,article,News,,"['Travel and Vacations', 'Mobile Applications', 'Translation and Interpreters', 'Smartphones']"
Monday’s Travel News: A Surf Park in Wales; Talking Statues in Chicago,2015-08-03,article,News,,['Travel and Vacations']
Pregnancy Is the Best Time for Some Vaccines,2015-08-03,article,News,,"['Pregnancy and Childbirth', 'Vaccination and Immunization', 'Whooping Cough', 'Women and Girls']"
Your Monday Briefing,2015-08-03,article,News,,[]
"Citadel, a U.S. Hedge Fund, Has Account Suspended in China",2015-08-03,article,News,,"['Stocks and Bonds', 'Hedge Funds']"
ScienceTake | The Water Strider’s Leap,2015-08-03,multimedia,Video,,"['Water', 'Insects', 'Robots and Robotics']"
New York Today: Hope Is in Season,2015-08-03,article,News,,[]
Never Mind Walking; Some Insects Can Jump on Water,2015-08-03,article,News,,"['Robots and Robotics', 'Insects']"
‘True Detective’ Recap: Paying the Price,2015-08-03,article,News,,['Television']
Today in Politics: Preparing for a Debate of 10 With a Forum of 14,2015-08-03,article,News,,['Presidential Election of 2016']
Don’t Blame Medicaid for Rise in Health Care Spending,2015-08-03,article,News,,"['Medicaid', 'Employee Fringe Benefits', 'Government Employees', 'Patient Protection and Affordable Care Act (2010)', 'Budgets and Budgeting']"
Morning Agenda: Health Care Deals Raise Doubts for Consumers,2015-08-03,article,News,,"['CHINA', 'Health Insurance and Managed Care', 'Mergers, Acquisitions and Divestitures', 'Patient Protection and Affordable Care Act (2010)', 'Stocks and Bonds', 'Venture Capital']"
Saving Tunisia From ISIS,2015-08-03,article,Op-Ed,,[]
Police in Calais Try to Deter Migrants,2015-08-03,multimedia,Video,,"['Police', 'Immigration and Emigration']"
The Migrant Crisis in Calais Exposes a Europe Without Ideas,2015-08-03,article,Op-Ed,,"['Immigration and Emigration', 'Middle East and Africa Migrant Crisis', 'Refugees and Displaced Persons']"
Exor Triumphs in Battle for Bermuda Insurer PartnerRe,2015-08-03,article,News,,"['Mergers, Acquisitions and Divestitures']"
Presidential Summer Vacations,2015-08-03,multimedia,Slideshow,,[]
Horizon Pharma to Seek to Replace Depomed Directors,2015-08-03,article,News,,"['Mergers, Acquisitions and Divestitures', 'Suits and Litigation (Civil)', 'Drugs (Pharmaceuticals)']"
First Draft Archive: Presidential Summer Vacations,2015-08-03,article,News,,[]
Daily Report: Small Holidays Play Big on Social Media,2015-08-03,article,News,,['Social Media']
Cap and Trade and Polarization,2015-08-03,article,News,,[]
When Will Fashion Discover Ronda Rousey?,2015-08-03,article,News,,"['Fashion and Apparel', 'Mixed Martial Arts', 'ADVERTISING AND MARKETING', 'Athletics and Sports']"
No Sanity Clause,2015-08-03,article,News,,[]
Report on Wall Street Consulting Firm,2015-08-03,multimedia,Interactive Feature,,"['Banking and Financial Institutions', 'Money Laundering']"
New York Regulator Moves to Suspend Promontory Financial,2015-08-03,article,News,,"['Banking and Financial Institutions', 'Regulation and Deregulation of Industry']"
Crews in California Fight to Contain 21 Wildfires,2015-08-03,article,News,,"['Wildfires', 'Fires and Firefighters']"
Cleveland Orchestra Announces André Gremillet as Its Next Executive Director,2015-08-03,article,News,,['Classical Music']
"Katie Ledecky Breaks World Record, Almost by Accident",2015-08-03,article,News,,"['Swimming', 'Records and Achievements']"
Ex-Justice Dept. Officials Argue Against Federal Prosecutors in Supreme Court Brief,2015-08-03,article,News,,"['Securities and Commodities Violations', 'United States Politics and Government']"
Times Critics’ Guide: What to Do This Week,2015-08-03,article,News,,"['Art', 'Culture (Arts)']"
Osama Bin Laden Raid May Be an Issue in a Joe Biden-Hillary Clinton Contest,2015-08-03,article,News,,['Presidential Election of 2016']
A Tribute to Bill Withers at Carnegie Hall,2015-08-03,article,News,,['Music']
Searching for Signs of Lingering Pollution in Alaska,2015-08-03,multimedia,Slideshow,,"['Fish and Other Marine Life', 'PCB (Polychlorinated Biphenyls)', 'Food Contamination and Poisoning']"
"Garbage Collection, Without the Noise or the Smell  ",2015-08-03,article,News,,['Waste Materials and Disposal']
Former Citigroup and UBS Trader Convicted in Libor Case,2015-08-03,article,News,,"['Libor (London Interbank Offered Rate)', 'Banking and Financial Institutions']"
1890: Murder After Match Broken,2015-08-03,article,News,,"['FRANCE', 'Marriages', 'Murders, Attempted Murders and Homicides']"
"Millions in Premier’s Accounts Didn’t Come From State Fund, Malaysian Antigraft Body Says",2015-08-03,article,News,,"['Corruption (Institutional)', 'Campaign Finance']"
"As New York Rents Soar, Public Housing Becomes Lifelong Refuge",2015-08-03,article,News,,"['Public and Subsidized Housing', 'Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)']"
In London: Food With a Heaping Side of Gimmick,2015-08-03,article,News,,"['Cats', 'Cereals', 'Restaurants']"
Footage of East New York Shooting,2015-08-03,multimedia,Video,,"['Police Brutality, Misconduct and Shootings']"
Police Discuss Memphis Shooting,2015-08-03,multimedia,Video,,"['Murders, Attempted Murders and Homicides']"
American Pharoah Steers Clear of Route of Past Triple Crown Winners,2015-08-03,article,News,,"['Horse Racing', 'American Pharoah (Race Horse)', 'Triple Crown (Horse Racing)']"
