headline,date,doc_type,material_type,section,keywords
A Goal for Obama in Israel: Finding Some Overlap on Iran,2013-03-19,article,News,,"['International Relations', 'Nuclear Weapons', 'United States International Relations']"
State Leaders Reach Deal to Raise Minimum Wage,2013-03-19,article,News,,"['Minimum Wage', 'Budgets and Budgeting']"
"In Women’s Bracket, Top Seeds Are the Same but Baylor Leads the Way",2013-03-19,article,News,,"['NCAA Basketball Championships (Women)', 'Basketball (College)']"
Just You Wait,2013-03-19,article,News,,['Crossword Puzzles']
"Tennis Association Seeks Parkland, and Gets a Fight",2013-03-19,article,News,,"['Parks and Other Recreation Areas', 'Tennis', 'Land Use Policies']"
How Blogger Helped the Steubenville Rape Case Unfold Online,2013-03-19,article,News,,"['Blogs and Blogging (Internet)', 'Sex Crimes', 'Social Networking (Internet)']"
A Glut of Electronic Waste,2013-03-19,multimedia,Slideshow,,"['Waste Materials and Disposal', 'Recycling of Waste Materials', 'Computer Monitors', 'Television Sets']"
Nets Still Trying to Find Themselves,2013-03-19,article,News,,['Basketball']
"Corrections: March 19, 2013",2013-03-19,article,News,,[]
Murder Conviction Tossed Out in Queens,2013-03-19,article,News,,"['Decisions and Verdicts', 'Murders and Attempted Murders', 'District Attorneys', 'False Arrests, Convictions and Imprisonments']"
Unwanted Electronic Gear Rising in Toxic Piles,2013-03-19,article,News,,"['Waste Materials and Disposal', 'Recycling of Waste Materials', 'Computer Monitors', 'Television Sets', 'Hazardous and Toxic Substances']"
A Focus on 3 Encounters in a Stop-and-Frisk Trial,2013-03-19,article,News,,"['Search and Seizure', 'Police', 'Discrimination', 'Blacks', 'Black People', 'Hispanic-Americans']"
The Senate’s Muckraker,2013-03-19,article,Op-Ed,,"['Banking and Financial Institutions', 'United States Politics and Government', 'Regulation and Deregulation of Industry']"
"Traffic Fatalities in City Increased in 2012, but Officials Point to Larger Picture",2013-03-19,article,News,,"['Traffic Accidents and Safety', 'Deaths (Fatalities)']"
Court Is Asked to Drop Charges Against Kenya’s President-Elect,2013-03-19,article,News,,"['War Crimes, Genocide and Crimes Against Humanity']"
"For Some, Spending Less on Drugs",2013-03-19,multimedia,Interactive Feature,,[]
Abortion Doctor’s Murder Trial Opens,2013-03-19,article,News,,"['ABORTION', 'Murders and Attempted Murders']"
Injuries Leave Knicks With Odd Lineup,2013-03-19,article,News,,['Basketball']
"Erwin Harris, Ad Executive Who Seized Cuban Assets, Dies at 91",2013-03-19,article,Obituary (Obit),,"['Deaths (Obituaries)', 'ADVERTISING AND MARKETING', 'United States International Relations']"
Nets Look Impressive in First Stop of Their Trip,2013-03-19,article,News,,['Basketball']
Olen Burrage Dies at 82; Linked to Killings in 1964,2013-03-19,article,Obituary (Obit),,"['Murders and Attempted Murders', 'Deaths (Obituaries)']"
A Justice Dept. Official Is Named to Lead Labor,2013-03-19,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government']"
Booth Gardner Dies at 76; Ex-Washington Governor,2013-03-19,article,Obituary (Obit),,"['Governors (US)', 'Deaths (Obituaries)', ""Parkinson's Disease""]"
A Guide to Watching Syria’s War,2013-03-19,multimedia,Video,,"['Video Recordings and Downloads', 'Middle East and North Africa Unrest (2010- )']"
Ban on Gay Marriage Led Lawyers to Shift Role,2013-03-19,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Suits and Litigation', 'Defense of Marriage Act (1996)']"
"In Rare Move, Patriots’ Owner Gives Details of Welker Talks",2013-03-19,article,News,,['Football']
One Person One Vote (or Was That One Voter One Vote?),2013-03-19,article,News,,"['Voting and Voters', 'Voter Registration and Requirements']"
"In the Song of Egypt,  a Chord for Both Secular and Religious Jews",2013-03-19,article,News,,"['Baby Boomers', 'Passover', 'Jews and Judaism', 'Child Care']"
Q&A: Logging Out of Gmail From Another Computer,2013-03-19,article,News,,"['Computer Security', 'Computers and the Internet', 'E-Mail']"
"Celtics Give Heat All They Can Handle, but They Handle It",2013-03-19,article,News,,['Basketball']
So You’re Extinct? Scientists Have Gleam in Eye,2013-03-19,article,News,,"['Endangered and Extinct Species', 'Cloning', 'Genetic Engineering', 'DNA (Deoxyribonucleic Acid)', 'Woolly Mammoths']"
Word of the Day | guileless,2013-03-19,article,News,,[]
Small Infrastructure Gains Are Observed in Engineering Report,2013-03-19,article,News,,['Infrastructure (Public Works)']
Bryant’s Roles Evolve From Peacemaker to Assistant Coach,2013-03-19,article,News,,['Basketball']
L.I.R.R. Train Derails in Queens,2013-03-19,article,News,,['Railroad Accidents and Safety']
Fukushima Blackout Hints at Plant’s Vulnerability,2013-03-19,article,News,,"['Fukushima Daiichi Nuclear Power Plant (Japan)', 'Power Outages and Blackouts', 'Japan Earthquake and Tsunami (2011)']"
"Rangers Manage to Break Losing Streak, if Not Their Scoring Struggles",2013-03-19,article,News,,"['Hockey, Ice']"
United States Facing Two Qualifying Games With Thin Roster,2013-03-19,article,News,,"['Soccer', 'Sports Injuries']"
What’s on Tuesday,2013-03-19,article,Schedule,,[]
Dominican Republic Reaches World Classic Final,2013-03-19,article,News,,"['Baseball', 'World Baseball Classic']"
"News Quiz | March 19, 2013",2013-03-19,article,News,,[]
The Rebels’ Loose Cannon,2013-03-19,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
Thomas Helps Short-Handed Knicks Hold Off Jazz ,2013-03-19,article,News,,['Basketball']
Jets Sign a Pass Rusher,2013-03-19,article,Brief,,['Football']
IHT Quick Read: March 19,2013-03-19,article,News,,[]
"Francis Vows to Serve ‘Poorest, Weakest’ and Urges Leaders to Offer Hope ",2013-03-19,article,News,,['Popes']
"Test Yourself | English, March 19, 2013",2013-03-19,article,News,,[]
British Newspapers Challenge New Press Rules,2013-03-19,article,News,,"['Newspapers', 'Regulation and Deregulation of Industry', 'News and News Media']"
A Verdict in the Steubenville High School Rape Case,2013-03-19,article,News,,['Sexual Harassment']
False Historical Consciousness,2013-03-19,article,News,,"['Area Planning and Renewal', 'Gentrification', 'Historic Buildings and Sites']"
Should Computer Games Be Used for Classroom Instruction?,2013-03-19,article,News,,[]
Who Lives Longest?,2013-03-19,article,News,,"['Longevity', 'Infant Mortality', 'Science and Technology', 'Income Inequality']"
Where Home Is an Elusive Fantasy,2013-03-19,article,News,,"['Families and Family Life', 'Foreclosures', 'Hotels and Travel Lodgings', 'Unemployment']"
Rejection of Deposit Tax Scuttles Deal on Bailout for Cyprus,2013-03-19,article,News,,"['European Sovereign Debt Crisis (2010- )', 'Demonstrations, Protests, and Riots']"
Part 2: Answers to Your Questions About Paying for College,2013-03-19,article,News,,"['ADMISSIONS STANDARDS', 'Colleges and Universities', 'Financial Aid (Education)']"
The Early Word: Goals and Challenges,2013-03-19,article,News,,[]
Daily Report: Electronic Arts Chief Resigns,2013-03-19,article,News,,"['Appointments and Executive Changes', 'Computer and Video Games', 'Suspensions, Dismissals and Resignations']"
U.S. Buyer for BBC’s Book Unit on Travel,2013-03-19,article,News,,"['Travel and Vacations', 'Mergers, Acquisitions and Divestitures']"
Questioning the TOMS Shoes Model for Social Enterprise,2013-03-19,article,News,,"['Entrepreneurship', 'Factories and Manufacturing', 'Small Business']"
Pakistan Arrests Militant Suspected in Daniel Pearl Killing,2013-03-19,article,News,,[]
Creating Canada’s ‘Quantum Valley’,2013-03-19,article,News,,[]
"Many Israelis Unsure of Obama, but Are Ready to Listen During Visit",2013-03-19,article,News,,['United States International Relations']
The Politics of the 14th Amendment and the Debt Limit,2013-03-19,article,News,,"['Civil War (US) (1861-65)', 'Fourteenth Amendment (US Constitution)', 'National Debt (US)', 'United States Politics and Government']"
"Finance Bill, Nearing Senate Passage, Would Protect Some Favored Programs",2013-03-19,article,News,,"['Federal Budget (US)', 'Law and Legislation']"
Assessing the Cyprus Bailout,2013-03-19,article,News,,[]
Allegations of War Crimes in Sri Lanka Shake Indian Government,2013-03-19,article,News,,"['Elections', 'Legislatures and Parliaments', 'Tamils (Ethnic Group)', 'War Crimes, Genocide and Crimes Against Humanity']"
In Performance: Judy Kuhn of ‘Passion’,2013-03-19,article,News,,['Theater']
Subjunctivitis,2013-03-19,article,News,,[]
Taxing Deposits in Cyprus,2013-03-19,article,Op-Ed,,"['European Sovereign Debt Crisis (2010- )', 'Taxation']"
Opinion Report: Cypriot Bank Deposits,2013-03-19,article,News,,[]
The Dunning-Kruger-Madoff Effect,2013-03-19,article,News,,[]
The Mumbai/New York Photo Project: Music and Dance,2013-03-19,article,News,,"['Art', 'Classical Music', 'Culture (Arts)', 'Dancing', 'Jazz', 'Music']"
Boeing and Ryanair Agree to a Deal for 175 New Jets,2013-03-19,article,News,,['AIRLINES AND AIRPLANES']
"Committed, Sort Of",2013-03-19,article,News,,['Dating and Courtship']
Tuesday Reading: Lost Sleep Can Lead to Weight Gain,2013-03-19,article,News,,[]
"Cogan, Taylor, and the Confidence Fairy",2013-03-19,article,News,,[]
Expat Fury at Cyprus ‘Bank Raid’,2013-03-19,article,News,,"['European Sovereign Debt Crisis (2010- )', 'Retirement']"
The Breakfast Meeting: ABC Works on a Streaming App and British Newspapers Protest Regulations,2013-03-19,article,News,,[]
Malone Takes a Step Back Into Cable With Charter Stake,2013-03-19,article,News,,[]
U.S. Says Laos Is Blocking an Inquiry Into 3 Missing Men,2013-03-19,article,News,,"['United States International Relations', 'Missing Persons']"
Southwest Broadens Approach in New Campaign,2013-03-19,article,News,,"['ADVERTISING AND MARKETING', 'AIRLINES AND AIRPLANES']"
A Modest Proposal,2013-03-19,article,News,,['Fashion and Apparel']
Paul Spells Out His Plan for Immigration Overhaul,2013-03-19,article,News,,[]
U.S. Treasury Secretary and Chinese President Meet,2013-03-19,article,News,,['United States International Relations']
Condoleezza Rice to Write Book for Henry Holt,2013-03-19,article,News,,"['Book Trade and Publishing', 'United States Politics and Government', 'International Relations']"
Times Names Berlin Chief and Editor for Europe,2013-03-19,article,News,,['Appointments and Executive Changes']
Philippine Court Delays Law on Free Contraceptives for Poor,2013-03-19,article,News,,['Birth Control and Family Planning']
Syria and Activists Trade Charges on Chemical Weapons,2013-03-19,article,News,,"['Biological and Chemical Warfare', 'Defense and Military Forces', 'Middle East and North Africa Unrest (2010- )']"
A San Francisco Classic: Vesuvio’s Bohemian Coffee,2013-03-19,article,News,,"['Bars and Nightclubs', 'Coffee']"
Same-Sex Marriage and Political Savvy,2013-03-19,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
7 Marines Killed in Nevada Training Exercise,2013-03-19,article,News,,"['United States Defense and Military Forces', 'Deaths (Fatalities)']"
A 1930s Beauty Contest With Shapely Horns and Fine Beards,2013-03-19,article,News,,"['Beauty Contests', 'Goats']"
"You Don’t Dance With Your Face, or Do You?",2013-03-19,article,Review,,['Dancing']
Civil Disobedience,2013-03-19,multimedia,Video,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
Q&A: Keeping Adobe Flash Player Secure,2013-03-19,article,News,,"['Computer Security', 'Cyberattacks and Hackers']"
What We’re Reading,2013-03-19,article,News,,[]
Hitchcock’s Earliest Films to Tour U.S.,2013-03-19,article,News,,['Movies']
"Away From the Bronx, Cano Takes On a More Vocal Role",2013-03-19,article,News,,"['World Baseball Classic', 'Baseball']"
Another New Album Coming From Justin Timberlake,2013-03-19,article,News,,['Music']
A Gay Man at Midlife Ponders Being Lonely and ‘Invisible’,2013-03-19,article,News,,"['Baby Boomers', 'Homosexuality', 'Customs, Etiquette and Manners', 'Age, Chronological']"
Around the World in 60 Days,2013-03-19,article,News,,"['Algarve Cup (Soccer)', 'Soccer', 'UEFA Champions League (Soccer)']"
"Dismissing Concerns, Panel Backs White’s S.E.C. Nomination",2013-03-19,article,News,,"['Appointments and Executive Changes', 'Banking and Financial Institutions', 'United States Politics and Government']"
"The Gun Report: March 19, 2013",2013-03-19,article,News,,['Murders and Attempted Murders']
Wanderlust in Repose,2013-03-19,article,News,,[]
"Posters for Chefs, the New Rock Stars",2013-03-19,article,News,,"['Chefs', 'Posters']"
A Streak That Doesn’t Take the Spotlight,2013-03-19,article,News,,"['NCAA Baseball Championships', 'Basketball', 'World Baseball Classic']"
Bringing Back the Dead,2013-03-19,multimedia,Video,,"['Biology and Biochemistry', 'Endangered and Extinct Species', 'Genetic Engineering', 'ANIMALS']"
The States With the Highest Car Insurance Rates,2013-03-19,article,News,,"['Automobile Insurance and Liability', 'Traffic Accidents and Safety']"
Queens Museum of Art to Be Renamed Amid Expansion,2013-03-19,article,News,,['Museums']
Shorter Cyprus,2013-03-19,article,News,,[]
"In Charter, Malone Returns to His Roots",2013-03-19,article,News,,[]
Image of the Day: March 19,2013-03-19,article,News,,[]
"M.L.S. Plays On, Minus 38",2013-03-19,article,News,,['World Cup (Soccer)']
"A Witness to 4 Iraqi Wars, but No More",2013-03-19,article,News,,"['Awakening Movement (Iraq)', 'Iraq War (2003-11)', 'United States Defense and Military Forces']"
"Judge Approves Sale of Rights to Hostess Brands, Including Twinkies",2013-03-19,article,News,,"['Bankruptcies', 'Snack Foods']"
It’s Mr. Hell on the Line,2013-03-19,article,Review,,['Books and Literature']
Doctors Urge F.D.A. to Restrict Caffeine in Energy Drinks,2013-03-19,article,News,,"['Caffeine', 'Energy and Sports Drinks']"
Hal Steinbrenner Plots New Course for Yankees,2013-03-19,article,News,,['Baseball']
Garbled Texting as a Sign of Stroke,2013-03-19,article,News,,"['Brain', 'Cellular Telephones', 'Language and Languages', 'Stroke', 'Text Messaging', 'Wireless Communications']"
Marie Ponsot Wins Lucrative Poetry Prize,2013-03-19,article,News,,"['Awards, Decorations and Honors', 'Poetry and Poets']"
Demystifying Taylor’s Confidence Fairy (Wonkish),2013-03-19,article,News,,[]
Iraqis’ Pain Never Abates as Attacks Kill Dozens,2013-03-19,article,News,,"['Iraq War (2003-11)', 'Terrorism', 'Bombs and Explosives', 'Assassinations and Attempted Assassinations']"
Debevoise & Plimpton’s Trusts and Estates Group Finds a New Home,2013-03-19,article,News,,"['Legal Profession', 'Wills and Estates']"
Settlement of Class Action Against Audi Gets Preliminary Approval,2013-03-19,article,News,,"['Automobiles', 'Guarantees and Warranties', 'Suits and Litigation']"
Rand Paul to Speak at Iowa Republican Dinner,2013-03-19,article,News,,['Presidential Election of 2016']
"Port Authority, With Eye on Income, Will Pick Firm for Trade Center Observatory",2013-03-19,article,News,,['1 World Trade Center (NYC)']
The Right Wine for Halibut,2013-03-19,article,News,,['Wines']
Samsung Speaks Up First About a Smart Watch,2013-03-19,article,News,,[]
"‘Anna Nicole,’ as in Smith, Is Part of City Opera’s Coming Season",2013-03-19,article,News,,"['Classical Music', 'Next Wave Festival', 'Opera']"
"Swirls of Stain, the Art of N.C.A.A. Branding",2013-03-19,article,News,,"['ADVERTISING AND MARKETING', 'Basketball (College)', 'Stadiums and Arenas', 'College Athletics']"
Judge Proposes a National Lawyers Corps to Help Immigrants,2013-03-19,article,News,,"['Immigration and Emigration', 'Legal Profession']"
Transocean Chief Admits Crew Shortcomings in Oil Spill,2013-03-19,article,News,,"['Gulf of Mexico Oil Spill (2010)', 'Offshore Drilling and Exploration', 'Suits and Litigation']"
Rand Paul on Immigration,2013-03-19,multimedia,Video,,['United States Politics and Government']
"It’s a Bag, It’s a Desk, It’s Got Geek Appeal",2013-03-19,article,News,,['iPad']
Lesson Learned After Financial Crisis: Nothing Much Has Changed,2013-03-19,article,News,,"['Derivatives (Financial Instruments)', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Regulation and Deregulation of Industry']"
The Truth About Working From Home,2013-03-19,article,News,,"['Productivity', 'Small Business', 'Telecommuting', 'Working Hours']"
What If You Hate Mountains?,2013-03-19,article,News,,['Travel and Vacations']
Creamy Banana Pudding With Pistachio Crumble,2013-03-19,article,News,,"['Bananas', 'Cooking and Cookbooks', 'Pudding']"
"New ‘Guy,’ New ‘Girl’ Joining ‘Once’",2013-03-19,article,News,,['Theater']
These Chicks Are Not of the Easter Basket Variety,2013-03-19,article,News,,"['Endangered and Extinct Species', 'Zoos']"
"Jeter, His Ankle Still Stiff, Is Scratched From Lineup",2013-03-19,article,News,,['Baseball']
Broadway ‘Cat’ Revival Cools at Box Office,2013-03-19,article,News,,['Theater']
Invitation to a Dialogue: Psychiatric Diagnoses,2013-03-19,article,Letter,,"['Psychiatry and Psychiatrists', 'Mental Health and Disorders']"
What the Stats Say About This Year’s Tournament,2013-03-19,article,News,,"['Basketball (College)', 'College Athletics', 'NCAA Basketball Championships (Men)']"
Misunderstanding IS-LM (Wonkish and Unimportant),2013-03-19,article,News,,[]
"To Many Yogurt Fans, It’s All Greek",2013-03-19,article,News,,"['Yogurt', 'Restaurants']"
"Blair Says Iraq Would Be ‘Worse Than Syria’ Now, if Antiwar Critics Had Prevailed",2013-03-19,article,News,,['Iraq War (2003-11)']
Spam Texts Vex Me and Make Me Feel Old,2013-03-19,article,News,,"['Cellular Telephones', 'Parties (Social)', 'Spam (Electronic)', 'Text Messaging']"
"Raising Children Who Will Speak Up to Prevent Rape, Not Defend It",2013-03-19,article,News,,"['Children and Childhood', 'Parenting', 'Sex Crimes', 'Social Networking (Internet)']"
Mariinsky Theater Plans Star-Studded Opening of New Opera House,2013-03-19,article,News,,"['Classical Music', 'Dancing', 'Opera']"
"For the G.O.P., It’s Not Just the Message",2013-03-19,article,Editorial,,"['United States Politics and Government', 'Editorials']"
House Ethics Panel Finds Cause to Investigate 2 Lawmakers,2013-03-19,article,News,,"['Ethics (Institutional)', 'United States Politics and Government', 'Campaign Finance']"
Solid as a Rock,2013-03-19,article,News,,[]
The Revolt of the (Republican) Elites,2013-03-19,article,News,,[]
MSNBC Announces Replacement for Chris Hayes,2013-03-19,article,News,,"['News and News Media', 'Ratings (Audience Measurement)', 'Television']"
A Closer Look at Obama’s Plan to Pay for Energy Research With Drilling Fees,2013-03-19,article,News,,"['Federal Budget (US)', 'Natural Gas', 'Offshore Drilling and Exploration', 'Oil (Petroleum) and Gasoline', 'Research', 'Royalties', 'Science and Technology']"
Former Governor Advances in South Carolina Race,2013-03-19,article,News,,"['Primaries and Caucuses', 'Elections, House of Representatives']"
Little Resistance on the Heat’s Path,2013-03-19,article,News,,"['Basketball', 'Records and Achievements']"
College Groups Connect to Fight Sexual Assault,2013-03-19,article,News,,"['Colleges and Universities', 'Sex Crimes', 'Women and Girls', 'Title IX (Gender Discrimination Legislation)', 'Sexual Harassment']"
European Art Fair May Join With Sotheby’s for Chinese Sales,2013-03-19,article,News,,"['Art', 'European Fine Art Fair']"
Charges Upgraded in Hit-Run Crash That Killed Couple,2013-03-19,article,News,,"['Hit-and-Run Drivers', 'Traffic Accidents and Safety']"
A SWAT Team for Waterlogged Artwork,2013-03-19,article,News,,"['Art', 'Restoration and Renovation', 'Disasters and Emergencies', 'Hurricane Sandy (2012)']"
Inviting Tropical Fruits to Stick Around,2013-03-19,article,News,,"['Mangoes', 'Pineapples', 'Canning and Preserving', 'Cooking and Cookbooks']"
Justices Permit Resale of Copyrighted Imports,2013-03-19,article,News,,"['Textbooks', 'Decisions and Verdicts', 'Copyrights and Copyright Violations', 'International Trade and World Market', 'Suits and Litigation']"
An Interior Design Showroom Featuring Lalique Maison,2013-03-19,article,News,,['Interior Design and Furnishings']
Living in the Columbia Street Waterfront District,2013-03-19,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
Between the Drink and the B.Q.E.,2013-03-19,article,News,,['Real Estate and Housing (Residential)']
Ducks Re-Sign Perry,2013-03-19,article,News,,"['Hockey, Ice']"
"No Silver Bullet for Reaching Fuel and Emissions Goals, Study Says",2013-03-19,article,News,,[]
Say Goodbye to the Assault Weapons Ban,2013-03-19,article,News,,['Gun Control']
Decision Point: Understanding the U.S.’s Dilemma Over North Korea,2013-03-19,article,News,,[]
"In Mayor’s Race, Sources of Contributions Shift",2013-03-19,article,News,,"['Campaign Finance', 'Elections, Mayors']"
Malone’s Minority Report,2013-03-19,article,News,,"['Cable Television', 'Mergers, Acquisitions and Divestitures']"
Off the Menu,2013-03-19,article,News,,['Restaurants']
"More Injuries for Knicks, but the News Isn’t All Bad",2013-03-19,article,News,,"['Sports Injuries', 'Basketball']"
Off Broadway Theater To Be Named After Lynn Redgrave,2013-03-19,article,News,,['Theater']
Senator Is Angry Over Bill’s Exclusion of Assault Gun Ban,2013-03-19,article,News,,"['Gun Control', 'Law and Legislation']"
By The Numbers,2013-03-19,multimedia,Interactive Feature,,[]
Lizard Olympics,2013-03-19,article,News,,"['Biodiversity', 'Lizards', 'Reptiles']"
Nate Silver on the N.C.A.A. Bracket,2013-03-19,multimedia,Video,,[]
U.S. Said to Look Into Microsoft Bribery Allegations,2013-03-19,article,News,,"['Bribery and Kickbacks', 'Foreign Corrupt Practices Act (1977)']"
Michelle Shocked Draws Fire for Anti-Gay Remarks,2013-03-19,article,News,,"['Folk Music', 'Homosexuality']"
Turning Down a Deposit Tax,2013-03-19,multimedia,Video,,[]
This Week’s Links,2013-03-19,article,News,,[]
Photo Replay: March 19,2013-03-19,multimedia,Slideshow,,"['Soccer', 'Bicycles and Bicycling', 'Curling', 'Wrestling']"
"Baked Beans With Pomegranate Molasses, Walnuts and Chard",2013-03-19,article,recipe,,"['Medicine and Health', 'Diet and Nutrition', 'Recipes', 'Beans']"
Leader of the Pack,2013-03-19,article,News,,[]
Black-Eyed Pea Soup or Stew With Pomegranate and Chard,2013-03-19,article,News,,"['Medicine and Health', 'Diet and Nutrition', 'Recipes', 'Beans']"
Statue of Liberty to Reopen by July 4,2013-03-19,article,News,,"['Hurricane Sandy (2012)', 'Statue of Liberty']"
Snedeker Plans a Return at the Arnold Palmer,2013-03-19,article,News,,"['Golf', 'PGA Championship']"
Rebutting the Contention That Small Is Better for Banks,2013-03-19,article,News,,"['Banking and Financial Institutions', 'Deposit Insurance', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'Regulation and Deregulation of Industry', 'United States Economy']"
Nate Silver on the N.C.A.A. Bracket,2013-03-19,article,News,,['NCAA Basketball Championships (Men)']
Record Ticket Sales for Bowie Exhibition in London,2013-03-19,article,News,,[]
"Large White Bean, Tuna and Spinach Salad",2013-03-19,article,recipe,,"['Medicine and Health', 'Recipes', 'Diet and Nutrition', 'Beans']"
The Retro-Lean-Back Snow Day,2013-03-19,article,News,,"['Careers and Professions', 'Labor and Jobs', 'Parenting', 'Women and Girls']"
Judge Sets Court Date in ‘Spider-Man’ Trial,2013-03-19,article,News,,['Copyrights and Copyright Violations']
Wheelies: The Make-Some-Noise Edition,2013-03-19,article,News,,"['Automobile Safety Features and Defects', 'Automobiles', 'Electric and Hybrid Vehicles']"
Actress’s Suit Against IMDb for Publishing Her Actual Age Can Go to Trial,2013-03-19,article,News,,"['ACTORS AND ACTRESSES', 'Age, Chronological', 'Discrimination']"
The House That Generosity Built: Staten Island Little League Plans Opener,2013-03-19,article,News,,['Hurricane Sandy (2012)']
Guggenheim Gets Grant to Commission Chinese Art,2013-03-19,article,News,,['Art']
Front Burner,2013-03-19,article,News,,"['Chocolate', 'Cooking and Cookbooks']"
If Those Dusty Common Rooms Could Talk ...,2013-03-19,article,Review,,['Theater']
Hit Men and Hurt Lovers Meet Minnesota Nice,2013-03-19,article,Review,,['Theater']
Chez Sardine,2013-03-19,multimedia,Slideshow,,['Restaurants']
Pictures of the Day: Vatican City and Elsewhere,2013-03-19,article,News,,['Photography']
"Journalism Professor Sues Columbia, Claiming Misuse of Endowment Funds ",2013-03-19,article,News,,"['Suits and Litigation', 'Colleges and Universities']"
"2 Cuisines, Both Full of Themselves",2013-03-19,article,Review,,['Restaurants']
Panic in Cyprus,2013-03-19,article,News,,"['Banking and Financial Institutions', 'European Sovereign Debt Crisis (2010- )']"
"Mars Rover Is Repaired, NASA Says",2013-03-19,article,News,,"['Mars (Planet)', 'Curiosity (Mars Rover)', 'Space']"
"Revealing a Lot, Aromatic and Otherwise",2013-03-19,article,News,,"['Perfumes and Fragrances', 'Books and Literature']"
Wistful Reflections but Very Few Regrets,2013-03-19,article,Review,,"['Music', 'Theater']"
Pop-Up Hotels: Rooms With a Fleeting View,2013-03-19,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings']"
"Hotel Review: Pousada de Cascais in Cascais, Portugal",2013-03-19,article,Review,,"['Travel and Vacations', 'Hotels and Travel Lodgings']"
"The Doctor Is In (Well, Logged In)",2013-03-19,article,News,,"['Computers and the Internet', 'Doctors', 'E-Mail', 'Health Insurance and Managed Care', 'Start-ups']"
City Approves 700-Unit Rental Complex on Gowanus Canal,2013-03-19,article,News,,['Real Estate and Housing (Residential)']
"The Sound of Tango, the Story of Mary",2013-03-19,article,Review,,"['Music', 'Classical Music', 'Opera']"
"Tongue-in-Cheek Commentary, With Arms and Legs",2013-03-19,article,Review,,"['Culture (Arts)', 'Dancing']"
Building a Narrative That’s Explosive,2013-03-19,article,News,,"['Computer and Video Games', 'Books and Literature']"
San Francisco Symphony Strike Darkens Halls,2013-03-19,article,News,,"['Classical Music', 'Strikes', 'Organized Labor', 'Music']"
Crustacean Elation,2013-03-19,multimedia,Video,,['Lobsters']
"As ARM Chief Steps Down, Successor Talks About ‘Body Computing’",2013-03-19,article,News,,"['Appointments and Executive Changes', 'Computer Chips', 'Sensors']"
"Before Obama Trip, Polls Find Sympathy With Israel, and Doubts on Peace",2013-03-19,article,News,,['Polls and Public Opinion']
"Businesses Return to the Neighborhood, and the People Follow ",2013-03-19,article,News,,"['Hurricane Sandy (2012)', 'Supermarkets and Grocery Stores', 'Series']"
The Best Easter Hams,2013-03-19,multimedia,Interactive Feature,,"['Ham', 'Pork', 'Easter and Holy Week']"
How to Pick an Easter Ham,2013-03-19,article,News,,"['Ham', 'Easter and Holy Week', 'Pork', 'Cooking and Cookbooks']"
Playing at New Directors/New Films,2013-03-19,multimedia,Slideshow,,"['Movies', 'New Directors-New Films (Festival)']"
Nate Silver on the N.C.A.A. Bracket,2013-03-19,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
"More From The Times, and Elsewhere, on the 10th Anniversary of the Iraq War",2013-03-19,article,News,,['Iraq War (2003-11)']
Eisenhower Memorial in Criticism Barrage,2013-03-19,article,News,,"['Monuments and Memorials (Structures)', 'United States Politics and Government']"
"West 22nd Street, 4:51 P.M.",2013-03-19,article,News,,[]
"True Story Inspires Tale of Sex Trade; in a Twist, a U.S. Marshal Is the Bad Guy",2013-03-19,article,Review,,['Movies']
Early Favorites in a Showcase for New Filmmakers,2013-03-19,article,News,,"['Movies', 'New Directors-New Films (Festival)']"
A Model for Reducing Emissions,2013-03-19,article,News,,"['Greenhouse Gas Emissions', 'Natural Gas', 'Hydraulic Fracturing', 'Fuel Efficiency', 'Coal', 'Oil (Petroleum) and Gasoline']"
Today’s Scuttlebot: Smart Shoes and the Top Social Network Among Teens,2013-03-19,article,News,,[]
Brazilian Billionaire Confirms Talks to Sell Stake in Energy Firm,2013-03-19,article,News,,"['Mergers, Acquisitions and Divestitures']"
Israel’s Animated Diplomacy,2013-03-19,article,News,,"['International Relations', 'Palestinians', 'Piracy at Sea']"
"Real Fur, Masquerading as Faux",2013-03-19,article,News,,"['Fur', 'Shopping and Retail', 'Fashion and Apparel', 'Labeling and Labels', 'ADVERTISING AND MARKETING']"
Online Comments in Ohio Rape Case Lead to Charges Against Two,2013-03-19,article,News,,"['Threats and Threatening Messages', 'Sex Crimes', 'Crime and Criminals']"
France: Court Says Head Scarf Is No Grounds for Firing,2013-03-19,article,Brief,,"['Muslim Veiling', 'Education (K-12)', 'Decisions and Verdicts', 'Muslims and Islam']"
Michigan State’s Toughness Starts With Its Nonconference Schedule,2013-03-19,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
